parent_name,utility_name,respondent_id,year,technology,employees_in_thousands
"Energir, Inc.",Green Mountain Power Corp.,61,2011,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2011,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2012,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2012,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2013,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2013,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2013,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2014,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2014,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2014,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2015,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2015,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2015,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2016,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2016,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2016,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2017,other_fossil,34
"Energir, Inc.",Green Mountain Power Corp.,61,2017,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2017,steam,130
"Energir, Inc.",Green Mountain Power Corp.,61,2018,other_fossil,36
"Energir, Inc.",Green Mountain Power Corp.,61,2018,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2018,steam,93
"Energir, Inc.",Green Mountain Power Corp.,61,2019,other_fossil,36
"Energir, Inc.",Green Mountain Power Corp.,61,2019,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2019,steam,93
"Energir, Inc.",Green Mountain Power Corp.,61,2020,other_fossil,36
"Energir, Inc.",Green Mountain Power Corp.,61,2020,renewables,1
"Energir, Inc.",Green Mountain Power Corp.,61,2020,steam,93
"NextEra Energy, Inc.",Gulf Power Co.,62,2005,steam,557
"NextEra Energy, Inc.",Gulf Power Co.,62,2006,steam,567
"NextEra Energy, Inc.",Gulf Power Co.,62,2007,steam,536
"NextEra Energy, Inc.",Gulf Power Co.,62,2008,steam,559
"NextEra Energy, Inc.",Gulf Power Co.,62,2009,steam,575
"NextEra Energy, Inc.",Gulf Power Co.,62,2010,steam,544
"NextEra Energy, Inc.",Gulf Power Co.,62,2011,steam,579
"NextEra Energy, Inc.",Gulf Power Co.,62,2012,steam,584
"NextEra Energy, Inc.",Gulf Power Co.,62,2013,steam,579
"NextEra Energy, Inc.",Gulf Power Co.,62,2014,steam,570
"NextEra Energy, Inc.",Gulf Power Co.,62,2015,steam,536
"NextEra Energy, Inc.",Gulf Power Co.,62,2016,steam,525
"NextEra Energy, Inc.",Gulf Power Co.,62,2017,steam,507
"NextEra Energy, Inc.",Gulf Power Co.,62,2018,steam,438
"NextEra Energy, Inc.",Gulf Power Co.,62,2020,steam,72
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2005,nuclear,591
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2005,steam,424
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2006,nuclear,578
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2006,steam,415
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2007,nuclear,561
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2007,steam,404
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2008,nuclear,547
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2008,other_fossil,5
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2008,steam,279
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2009,nuclear,615
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2009,other_fossil,6
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2009,steam,278
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2010,nuclear,693
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2010,other_fossil,7
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2010,steam,280
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2011,nuclear,687
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2011,other_fossil,7
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2011,steam,201
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2012,nuclear,672
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2012,other_fossil,7
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2012,steam,284
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2013,nuclear,651
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2013,other_fossil,7
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2013,steam,277
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2014,nuclear,630
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2014,other_fossil,8
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2014,steam,272
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2015,nuclear,638
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2015,other_fossil,10
Entergy Corp.,"Entergy Gulf States Louisiana, LLC",63,2015,steam,265
Eversource Energy,Holyoke Water Power Co.,67,2005,steam,57
Eversource Energy,Holyoke Water Power Co.,67,2006,steam,59
"Idacorp, Inc.",Idaho Power Co.,70,2005,hydro,53
"Idacorp, Inc.",Idaho Power Co.,70,2005,other_fossil,10
"Idacorp, Inc.",Idaho Power Co.,70,2006,hydro,60
"Idacorp, Inc.",Idaho Power Co.,70,2006,other_fossil,10
"Idacorp, Inc.",Idaho Power Co.,70,2007,hydro,59
"Idacorp, Inc.",Idaho Power Co.,70,2007,other_fossil,11
"Idacorp, Inc.",Idaho Power Co.,70,2008,hydro,59
"Idacorp, Inc.",Idaho Power Co.,70,2008,other_fossil,12
"Idacorp, Inc.",Idaho Power Co.,70,2009,hydro,59
"Idacorp, Inc.",Idaho Power Co.,70,2009,other_fossil,12
"Idacorp, Inc.",Idaho Power Co.,70,2010,hydro,59
"Idacorp, Inc.",Idaho Power Co.,70,2010,other_fossil,13
"Idacorp, Inc.",Idaho Power Co.,70,2011,hydro,57
"Idacorp, Inc.",Idaho Power Co.,70,2011,other_fossil,13
"Idacorp, Inc.",Idaho Power Co.,70,2012,hydro,54
"Idacorp, Inc.",Idaho Power Co.,70,2012,other_fossil,29
"Idacorp, Inc.",Idaho Power Co.,70,2013,hydro,54
"Idacorp, Inc.",Idaho Power Co.,70,2013,other_fossil,32
"Idacorp, Inc.",Idaho Power Co.,70,2014,hydro,55
"Idacorp, Inc.",Idaho Power Co.,70,2014,other_fossil,34
"Idacorp, Inc.",Idaho Power Co.,70,2015,hydro,54
"Idacorp, Inc.",Idaho Power Co.,70,2015,other_fossil,34
"Idacorp, Inc.",Idaho Power Co.,70,2016,hydro,55
"Idacorp, Inc.",Idaho Power Co.,70,2016,other_fossil,35
"Idacorp, Inc.",Idaho Power Co.,70,2017,hydro,54
"Idacorp, Inc.",Idaho Power Co.,70,2017,other_fossil,34
"Idacorp, Inc.",Idaho Power Co.,70,2018,hydro,55
"Idacorp, Inc.",Idaho Power Co.,70,2018,other_fossil,35
"Idacorp, Inc.",Idaho Power Co.,70,2019,hydro,54
"Idacorp, Inc.",Idaho Power Co.,70,2019,other_fossil,34
"Idacorp, Inc.",Idaho Power Co.,70,2020,hydro,55
"Idacorp, Inc.",Idaho Power Co.,70,2020,other_fossil,33
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2005,steam,372
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2006,steam,376
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2007,steam,371
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2008,steam,380
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2010,steam,392
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2011,steam,367
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2012,steam,394
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2013,steam,395
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2014,steam,385
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2015,steam,361
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2016,steam,326
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2017,steam,306
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2018,steam,296
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2019,steam,304
Ohio Valley Electric Corp.,Indiana-Kentucky Electric Corp.,72,2020,steam,281
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2005,nuclear,962
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2005,steam,408
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2006,nuclear,951
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2006,steam,416
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2007,nuclear,941
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2007,steam,415
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2008,nuclear,1059
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2008,steam,422
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2009,nuclear,1137
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2009,steam,423
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2010,nuclear,1065
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2010,steam,372
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2011,nuclear,1055
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2011,steam,368
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2012,nuclear,1065
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2012,steam,352
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2013,nuclear,1062
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2013,steam,334
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2014,nuclear,1077
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2014,steam,329
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2015,nuclear,1179
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2015,steam,291
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2016,nuclear,1177
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2016,steam,244
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2017,nuclear,1171
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2017,steam,246
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2018,nuclear,1138
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2018,steam,239
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2019,nuclear,1090
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2019,steam,227
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2020,nuclear,1050
"American Electric Power Co., Inc.",Indiana Michigan Power Co.,73,2020,steam,214
AES Corp.,Indianapolis Power & Light Co.,74,2005,steam,501
AES Corp.,Indianapolis Power & Light Co.,74,2006,steam,506
AES Corp.,Indianapolis Power & Light Co.,74,2007,steam,506
AES Corp.,Indianapolis Power & Light Co.,74,2008,steam,536
AES Corp.,Indianapolis Power & Light Co.,74,2009,steam,517
AES Corp.,Indianapolis Power & Light Co.,74,2010,steam,513
AES Corp.,Indianapolis Power & Light Co.,74,2011,steam,520
AES Corp.,Indianapolis Power & Light Co.,74,2012,steam,457
AES Corp.,Indianapolis Power & Light Co.,74,2013,steam,462
AES Corp.,Indianapolis Power & Light Co.,74,2014,steam,464
AES Corp.,Indianapolis Power & Light Co.,74,2015,steam,464
AES Corp.,Indianapolis Power & Light Co.,74,2016,steam,432
AES Corp.,Indianapolis Power & Light Co.,74,2017,steam,400
AES Corp.,Indianapolis Power & Light Co.,74,2018,other_fossil,34
AES Corp.,Indianapolis Power & Light Co.,74,2018,steam,394
AES Corp.,Indianapolis Power & Light Co.,74,2019,other_fossil,30
AES Corp.,Indianapolis Power & Light Co.,74,2019,steam,415
AES Corp.,Indianapolis Power & Light Co.,74,2020,other_fossil,32
AES Corp.,Indianapolis Power & Light Co.,74,2020,steam,412
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2005,hydro,9
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2005,other_fossil,2
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2006,hydro,9
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2006,other_fossil,2
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2007,hydro,9
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2007,other_fossil,2
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2008,hydro,9
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2008,other_fossil,2
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2009,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2010,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2011,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2012,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2013,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2014,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2015,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2016,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2017,hydro,8
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2018,hydro,10
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2019,hydro,10
FirstEnergy Corp.,Jersey Central Power & Light Co.,77,2020,hydro,9
"Evergy, Inc.","Evergy Metro, Inc.",79,2005,other_fossil,9
"Evergy, Inc.","Evergy Metro, Inc.",79,2005,steam,696
"Evergy, Inc.","Evergy Metro, Inc.",79,2006,other_fossil,9
"Evergy, Inc.","Evergy Metro, Inc.",79,2006,steam,687
"Evergy, Inc.","Evergy Metro, Inc.",79,2007,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2007,steam,692
"Evergy, Inc.","Evergy Metro, Inc.",79,2008,nuclear,937
"Evergy, Inc.","Evergy Metro, Inc.",79,2008,other_fossil,10
"Evergy, Inc.","Evergy Metro, Inc.",79,2008,steam,726
"Evergy, Inc.","Evergy Metro, Inc.",79,2009,nuclear,981
"Evergy, Inc.","Evergy Metro, Inc.",79,2009,other_fossil,7
"Evergy, Inc.","Evergy Metro, Inc.",79,2009,steam,497
"Evergy, Inc.","Evergy Metro, Inc.",79,2010,nuclear,1003
"Evergy, Inc.","Evergy Metro, Inc.",79,2010,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2010,steam,495
"Evergy, Inc.","Evergy Metro, Inc.",79,2011,nuclear,1021
"Evergy, Inc.","Evergy Metro, Inc.",79,2011,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2011,steam,496
"Evergy, Inc.","Evergy Metro, Inc.",79,2012,nuclear,1022
"Evergy, Inc.","Evergy Metro, Inc.",79,2012,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2012,steam,490
"Evergy, Inc.","Evergy Metro, Inc.",79,2013,nuclear,1029
"Evergy, Inc.","Evergy Metro, Inc.",79,2013,other_fossil,12
"Evergy, Inc.","Evergy Metro, Inc.",79,2013,steam,477
"Evergy, Inc.","Evergy Metro, Inc.",79,2014,nuclear,1046
"Evergy, Inc.","Evergy Metro, Inc.",79,2014,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2014,steam,476
"Evergy, Inc.","Evergy Metro, Inc.",79,2015,nuclear,1042
"Evergy, Inc.","Evergy Metro, Inc.",79,2015,other_fossil,12
"Evergy, Inc.","Evergy Metro, Inc.",79,2015,steam,467
"Evergy, Inc.","Evergy Metro, Inc.",79,2016,nuclear,1054
"Evergy, Inc.","Evergy Metro, Inc.",79,2016,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2016,steam,445
"Evergy, Inc.","Evergy Metro, Inc.",79,2017,nuclear,1011
"Evergy, Inc.","Evergy Metro, Inc.",79,2017,other_fossil,10
"Evergy, Inc.","Evergy Metro, Inc.",79,2017,steam,417
"Evergy, Inc.","Evergy Metro, Inc.",79,2018,nuclear,963
"Evergy, Inc.","Evergy Metro, Inc.",79,2018,other_fossil,10
"Evergy, Inc.","Evergy Metro, Inc.",79,2018,steam,385
"Evergy, Inc.","Evergy Metro, Inc.",79,2019,nuclear,873
"Evergy, Inc.","Evergy Metro, Inc.",79,2019,other_fossil,11
"Evergy, Inc.","Evergy Metro, Inc.",79,2019,steam,343
"Evergy, Inc.","Evergy Metro, Inc.",79,2020,nuclear,833
"Evergy, Inc.","Evergy Metro, Inc.",79,2020,other_fossil,10
"Evergy, Inc.","Evergy Metro, Inc.",79,2020,steam,293
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2005,nuclear,979
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2005,steam,309
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2006,nuclear,980
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2006,steam,309
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2007,nuclear,955
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2007,steam,310
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2008,steam,306
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2009,steam,306
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2010,steam,64
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2011,steam,65
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2012,steam,62
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2013,steam,57
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2014,steam,55
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2015,steam,54
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2016,steam,52
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2017,steam,47
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2018,steam,32
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2019,steam,4
"Evergy, Inc.","Evergy Kansas South, Inc.",80,2020,steam,186
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2005,steam,136
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2006,steam,138
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2007,steam,183
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2008,steam,143
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2009,steam,146
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2010,steam,128
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2011,steam,124
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2012,steam,124
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2013,steam,124
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2014,steam,196
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2015,steam,192
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2016,steam,162
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2017,steam,164
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2018,steam,269
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2019,steam,134
"American Electric Power Co., Inc.",Kentucky Power Co.,81,2020,steam,119
PPL Corp.,Kentucky Utilities Co.,82,2005,hydro,20
PPL Corp.,Kentucky Utilities Co.,82,2005,steam,400
PPL Corp.,Kentucky Utilities Co.,82,2006,hydro,20
PPL Corp.,Kentucky Utilities Co.,82,2006,steam,409
PPL Corp.,Kentucky Utilities Co.,82,2007,hydro,21
PPL Corp.,Kentucky Utilities Co.,82,2007,steam,451
PPL Corp.,Kentucky Utilities Co.,82,2008,hydro,19
PPL Corp.,Kentucky Utilities Co.,82,2008,steam,452
PPL Corp.,Kentucky Utilities Co.,82,2009,hydro,10
PPL Corp.,Kentucky Utilities Co.,82,2009,steam,446
PPL Corp.,Kentucky Utilities Co.,82,2010,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2010,steam,447
PPL Corp.,Kentucky Utilities Co.,82,2011,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2011,steam,440
PPL Corp.,Kentucky Utilities Co.,82,2012,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2012,steam,429
PPL Corp.,Kentucky Utilities Co.,82,2013,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2013,steam,447
PPL Corp.,Kentucky Utilities Co.,82,2014,hydro,2
PPL Corp.,Kentucky Utilities Co.,82,2014,steam,462
PPL Corp.,Kentucky Utilities Co.,82,2015,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2015,steam,449
PPL Corp.,Kentucky Utilities Co.,82,2016,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2016,steam,431
PPL Corp.,Kentucky Utilities Co.,82,2017,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2017,other_fossil,20
PPL Corp.,Kentucky Utilities Co.,82,2017,steam,534
PPL Corp.,Kentucky Utilities Co.,82,2018,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2018,other_fossil,57
PPL Corp.,Kentucky Utilities Co.,82,2018,steam,491
PPL Corp.,Kentucky Utilities Co.,82,2019,hydro,3
PPL Corp.,Kentucky Utilities Co.,82,2019,other_fossil,59
PPL Corp.,Kentucky Utilities Co.,82,2019,steam,483
PPL Corp.,Kentucky Utilities Co.,82,2020,hydro,2
PPL Corp.,Kentucky Utilities Co.,82,2020,other_fossil,59
PPL Corp.,Kentucky Utilities Co.,82,2020,steam,476
Milliken & Co.,Lockhart Power Co.,84,2006,hydro,14
Milliken & Co.,Lockhart Power Co.,84,2007,hydro,14
Milliken & Co.,Lockhart Power Co.,84,2008,hydro,13
Milliken & Co.,Lockhart Power Co.,84,2011,hydro,19
Milliken & Co.,Lockhart Power Co.,84,2012,hydro,20
Milliken & Co.,Lockhart Power Co.,84,2013,hydro,3
Milliken & Co.,Lockhart Power Co.,84,2014,hydro,3
Milliken & Co.,Lockhart Power Co.,84,2015,hydro,20
Milliken & Co.,Lockhart Power Co.,84,2016,hydro,20
Milliken & Co.,Lockhart Power Co.,84,2017,hydro,20
Milliken & Co.,Lockhart Power Co.,84,2018,hydro,19
Milliken & Co.,Lockhart Power Co.,84,2019,hydro,19
Milliken & Co.,Lockhart Power Co.,84,2020,hydro,21
National Grid PLC,National Grid Generation LLC,85,2005,other_fossil,53
National Grid PLC,National Grid Generation LLC,85,2005,steam,326
National Grid PLC,National Grid Generation LLC,85,2006,other_fossil,41
National Grid PLC,National Grid Generation LLC,85,2006,steam,305
National Grid PLC,National Grid Generation LLC,85,2007,other_fossil,41
National Grid PLC,National Grid Generation LLC,85,2007,steam,304
National Grid PLC,National Grid Generation LLC,85,2008,other_fossil,39
National Grid PLC,National Grid Generation LLC,85,2008,steam,306
National Grid PLC,National Grid Generation LLC,85,2009,other_fossil,39
National Grid PLC,National Grid Generation LLC,85,2009,steam,306
National Grid PLC,National Grid Generation LLC,85,2010,other_fossil,39
National Grid PLC,National Grid Generation LLC,85,2010,steam,312
National Grid PLC,National Grid Generation LLC,85,2011,other_fossil,39
National Grid PLC,National Grid Generation LLC,85,2011,steam,312
National Grid PLC,National Grid Generation LLC,85,2012,other_fossil,39
National Grid PLC,National Grid Generation LLC,85,2012,steam,268
National Grid PLC,National Grid Generation LLC,85,2013,other_fossil,39
National Grid PLC,National Grid Generation LLC,85,2013,steam,233
National Grid PLC,National Grid Generation LLC,85,2014,other_fossil,42
National Grid PLC,National Grid Generation LLC,85,2014,steam,251
National Grid PLC,National Grid Generation LLC,85,2015,other_fossil,42
National Grid PLC,National Grid Generation LLC,85,2015,steam,244
National Grid PLC,National Grid Generation LLC,85,2016,other_fossil,42
National Grid PLC,National Grid Generation LLC,85,2016,steam,246
National Grid PLC,National Grid Generation LLC,85,2017,other_fossil,42
National Grid PLC,National Grid Generation LLC,85,2017,steam,245
National Grid PLC,National Grid Generation LLC,85,2018,other_fossil,42
National Grid PLC,National Grid Generation LLC,85,2018,steam,245
National Grid PLC,National Grid Generation LLC,85,2019,steam,245
National Grid PLC,National Grid Generation LLC,85,2020,other_fossil,42
National Grid PLC,National Grid Generation LLC,85,2020,steam,245
Entergy Corp.,"Entergy Louisiana, LLC",87,2005,nuclear,605
Entergy Corp.,"Entergy Louisiana, LLC",87,2005,other_fossil,44
Entergy Corp.,"Entergy Louisiana, LLC",87,2005,steam,161
Entergy Corp.,"Entergy Louisiana, LLC",87,2006,nuclear,584
Entergy Corp.,"Entergy Louisiana, LLC",87,2006,other_fossil,45
Entergy Corp.,"Entergy Louisiana, LLC",87,2006,steam,161
Entergy Corp.,"Entergy Louisiana, LLC",87,2007,nuclear,552
Entergy Corp.,"Entergy Louisiana, LLC",87,2007,other_fossil,27
Entergy Corp.,"Entergy Louisiana, LLC",87,2007,steam,170
Entergy Corp.,"Entergy Louisiana, LLC",87,2008,nuclear,533
Entergy Corp.,"Entergy Louisiana, LLC",87,2008,other_fossil,41
Entergy Corp.,"Entergy Louisiana, LLC",87,2008,steam,181
Entergy Corp.,"Entergy Louisiana, LLC",87,2009,nuclear,595
Entergy Corp.,"Entergy Louisiana, LLC",87,2009,other_fossil,37
Entergy Corp.,"Entergy Louisiana, LLC",87,2009,steam,184
Entergy Corp.,"Entergy Louisiana, LLC",87,2010,nuclear,655
Entergy Corp.,"Entergy Louisiana, LLC",87,2010,other_fossil,37
Entergy Corp.,"Entergy Louisiana, LLC",87,2010,steam,180
Entergy Corp.,"Entergy Louisiana, LLC",87,2011,nuclear,660
Entergy Corp.,"Entergy Louisiana, LLC",87,2011,other_fossil,31
Entergy Corp.,"Entergy Louisiana, LLC",87,2011,steam,164
Entergy Corp.,"Entergy Louisiana, LLC",87,2012,nuclear,661
Entergy Corp.,"Entergy Louisiana, LLC",87,2012,other_fossil,23
Entergy Corp.,"Entergy Louisiana, LLC",87,2012,steam,161
Entergy Corp.,"Entergy Louisiana, LLC",87,2013,nuclear,653
Entergy Corp.,"Entergy Louisiana, LLC",87,2013,other_fossil,19
Entergy Corp.,"Entergy Louisiana, LLC",87,2013,steam,166
Entergy Corp.,"Entergy Louisiana, LLC",87,2014,nuclear,631
Entergy Corp.,"Entergy Louisiana, LLC",87,2014,other_fossil,20
Entergy Corp.,"Entergy Louisiana, LLC",87,2014,steam,167
Entergy Corp.,"Entergy Louisiana, LLC",87,2015,nuclear,630
Entergy Corp.,"Entergy Louisiana, LLC",87,2015,other_fossil,22
Entergy Corp.,"Entergy Louisiana, LLC",87,2015,steam,174
PPL Corp.,Louisville Gas & Electric Co.,88,2005,hydro,9
PPL Corp.,Louisville Gas & Electric Co.,88,2005,steam,448
PPL Corp.,Louisville Gas & Electric Co.,88,2006,hydro,6
PPL Corp.,Louisville Gas & Electric Co.,88,2006,steam,453
PPL Corp.,Louisville Gas & Electric Co.,88,2007,hydro,7
PPL Corp.,Louisville Gas & Electric Co.,88,2007,steam,484
PPL Corp.,Louisville Gas & Electric Co.,88,2008,hydro,6
